year,reclat,reclong,GeoLocation
,19.10889,54.82722,"(19.108890, 54.827220)"
,19.06083,54.87944,"(19.060830, 54.879440)"
,19.14972,54.58583,"(19.149720, 54.585830)"
,19.07833,54.50556,"(19.078330, 54.505560)"
,19.05667,54.5125,"(19.056670, 54.512500)"
,19.05556,54.50917,"(19.055560, 54.509170)"
,19.07611,54.57556,"(19.076110, 54.575560)"
,19.16083,54.75667,"(19.160830, 54.756670)"
2000,19.0625,54.55222,"(19.062500, 54.552220)"
,19.18639,54.61472,"(19.186390, 54.614720)"
,19.2025,54.5875,"(19.202500, 54.587500)"
,19.23722,54.74583,"(19.237220, 54.745830)"
2011,19.24528,54.46278,"(19.245280, 54.462780)"
2001,19.393,54.55417,"(19.393000, 54.554170)"
2000,19.06917,54.53472,"(19.069170, 54.534720)"
2000,19.06667,54.5325,"(19.066670, 54.532500)"
2000,19.09222,54.50389,"(19.092220, 54.503890)"
2000,18.92056,54.61639,"(18.920560, 54.616390)"
2000,18.92722,54.57972,"(18.927220, 54.579720)"
2000,18.92972,54.57139,"(18.929720, 54.571390)"
2000,18.93833,54.50133,"(18.938330, 54.501330)"
2000,18.84722,54.47306,"(18.847220, 54.473060)"
2000,18.85639,54.47528,"(18.856390, 54.475280)"
2000,18.87222,54.47861,"(18.872220, 54.478610)"
2000,18.88306,54.46583,"(18.883060, 54.465830)"
2000,18.85972,54.47056,"(18.859720, 54.470560)"
2000,18.21167,54.14833,"(18.211670, 54.148330)"
2000,18.34167,54.195,"(18.341670, 54.195000)"
2000,18.38833,54.295,"(18.388330, 54.295000)"
2000,18.405,54.245,"(18.405000, 54.245000)"
1999,18.26167,54.24333,"(18.261670, 54.243330)"
2000,18.68667,54.41833,"(18.686670, 54.418330)"
2000,18.83667,54.27,"(18.836670, 54.270000)"
1999,18.26333,54.24667,"(18.263330, 54.246670)"
1999,18.18333,54.145,"(18.183330, 54.145000)"
1999,18.38833,54.26667,"(18.388330, 54.266670)"
1999,18.71333,54.10833,"(18.713330, 54.108330)"
1999,18.39333,54.16667,"(18.393330, 54.166670)"
2000,19.30333,54.59833,"(19.303330, 54.598330)"
1999,18.39333,54.16667,"(18.393330, 54.166670)"
2000,19.41667,54.75667,"(19.416670, 54.756670)"
2000,18.18333,54.12333,"(18.183330, 54.123330)"
2000,19.41833,54.76333,"(19.418330, 54.763330)"
2000,19.39333,54.78,"(19.393330, 54.780000)"
2000,18.23833,54.135,"(18.238330, 54.135000)"
1999,18.26333,54.06833,"(18.263330, 54.068330)"
2000,18.80167,54.29,"(18.801670, 54.290000)"
2001,18.49333,54.25167,"(18.493330, 54.251670)"
2000,18.75833,54.42667,"(18.758330, 54.426670)"
2001,18.25667,54.18167,"(18.256670, 54.181670)"
2000,18.86,54.83167,"(18.860000, 54.831670)"
2000,18.525,54.11667,"(18.525000, 54.116670)"
2001,19.04333,54.555,"(19.043330, 54.555000)"
2001,18.535,54.32167,"(18.535000, 54.321670)"
2001,18.59833,54.32167,"(18.598330, 54.321670)"
2000,18.74667,54.565,"(18.746670, 54.565000)"
2001,18.685,54.40667,"(18.685000, 54.406670)"
2001,18.14,54.16167,"(18.140000, 54.161670)"
2001,18.485,54.315,"(18.485000, 54.315000)"
2000,18.25167,54.19833,"(18.251670, 54.198330)"
2000,18.69333,54.37,"(18.693330, 54.370000)"
2000,18.26667,54.09667,"(18.266670, 54.096670)"
2001,19.15833,54.57333,"(19.158330, 54.573330)"
2001,18.36,54.18833,"(18.360000, 54.188330)"
2001,19.11167,54.82833,"(19.111670, 54.828330)"
2001,18.99,54.6,"(18.990000, 54.600000)"
2001,19.15,54.58333,"(19.150000, 54.583330)"
2000,19.05667,54.575,"(19.056670, 54.575000)"
2001,18.99833,54.585,"(18.998330, 54.585000)"
2001,18.79167,54.57667,"(18.791670, 54.576670)"
2000,18.435,54.105,"(18.435000, 54.105000)"
2000,18.45,54.10333,"(18.450000, 54.103330)"
2000,19.07,54.45667,"(19.070000, 54.456670)"
2000,19.005,54.55,"(19.005000, 54.550000)"
2000,19.02833,54.54833,"(19.028330, 54.548330)"
2000,19.17667,54.625,"(19.176670, 54.625000)"
2000,18.4235,54.48,"(18.423500, 54.480000)"
2001,19.148,54.77783,"(19.148000, 54.777830)"
2001,18.65183,54.77383,"(18.651830, 54.773830)"
2001,18.62717,54.75083,"(18.627170, 54.750830)"
2001,18.62317,54.7285,"(18.623170, 54.728500)"
2001,18.6305,54.73283,"(18.630500, 54.732830)"
2001,18.663,54.71183,"(18.663000, 54.711830)"
2001,18.66933,54.728,"(18.669330, 54.728000)"
2001,18.98567,54.60083,"(18.985670, 54.600830)"
2001,18.98583,54.60067,"(18.985830, 54.600670)"
2001,18.98667,54.60217,"(18.986670, 54.602170)"
2001,19.1225,54.67333,"(19.122500, 54.673330)"
2001,19.3015,54.735,"(19.301500, 54.735000)"
2001,18.5985,54.03383,"(18.598500, 54.033830)"
2001,18.62467,54.09667,"(18.624670, 54.096670)"
2001,18.70317,54.28667,"(18.703170, 54.286670)"
2001,18.745,54.38517,"(18.745000, 54.385170)"
2001,18.74583,54.38433,"(18.745830, 54.384330)"
2001,18.74667,54.38333,"(18.746670, 54.383330)"
2001,18.70933,54.303,"(18.709330, 54.303000)"
2001,18.78683,54.25167,"(18.786830, 54.251670)"
2001,18.7865,54.2505,"(18.786500, 54.250500)"
2001,19.15383,54.71933,"(19.153830, 54.719330)"
2001,18.27733,54.25533,"(18.277330, 54.255330)"
2001,18.34583,54.40067,"(18.345830, 54.400670)"
2001,18.347,54.4155,"(18.347000, 54.415500)"
2001,18.60283,54.45517,"(18.602830, 54.455170)"
2001,18.75783,54.4365,"(18.757830, 54.436500)"
2000,18.32667,54.21833,"(18.326670, 54.218330)"
2000,18.90167,54.56167,"(18.901670, 54.561670)"
2000,19.03833,54.515,"(19.038330, 54.515000)"
2001,18.32833,54.15167,"(18.328330, 54.151670)"
2000,18.265,54.045,"(18.265000, 54.045000)"
2001,18.43833,54.11833,"(18.438330, 54.118330)"
2001,18.375,54.14833,"(18.375000, 54.148330)"
2001,18.06333,54.05,"(18.063330, 54.050000)"
2001,19.15167,54.775,"(19.151670, 54.775000)"
2001,18.65,54.135,"(18.650000, 54.135000)"
2001,18.34833,54.33667,"(18.348330, 54.336670)"
2001,18.66833,54.66667,"(18.668330, 54.666670)"
2001,18.265,54.33833,"(18.265000, 54.338330)"
2001,19.32667,54.78333,"(19.326670, 54.783330)"
2001,18.575,54.29833,"(18.575000, 54.298330)"
2001,19.03333,54.62833,"(19.033330, 54.628330)"
2001,18.44,54.01833,"(18.440000, 54.018330)"
2001,18.46333,54.03,"(18.463330, 54.030000)"
2001,18.43333,54.17,"(18.433330, 54.170000)"
2001,18.12667,54.115,"(18.126670, 54.115000)"
2001,18.40333,54.14667,"(18.403330, 54.146670)"
2001,18.49333,54.13333,"(18.493330, 54.133330)"
2001,18.33333,54.19333,"(18.333330, 54.193330)"
2001,19.315,54.84333,"(19.315000, 54.843330)"
2000,18.24833,54.10333,"(18.248330, 54.103330)"
2000,19.36833,54.68,"(19.368330, 54.680000)"
2001,19.10667,54.85833,"(19.106670, 54.858330)"
2001,18.61333,54.5,"(18.613330, 54.500000)"
2002,19.20833,54.64,"(19.208330, 54.640000)"
2000,19.32833,54.7,"(19.328330, 54.700000)"
2001,18.47167,54.15333,"(18.471670, 54.153330)"
2001,18.17667,54.26333,"(18.176670, 54.263330)"
2001,18.54667,54.31,"(18.546670, 54.310000)"
2001,18.40333,54.14333,"(18.403330, 54.143330)"
2001,18.40167,54.14833,"(18.401670, 54.148330)"
2001,19.32667,54.785,"(19.326670, 54.785000)"
2001,19.33,54.78333,"(19.330000, 54.783330)"
2001,18.40333,54.15,"(18.403330, 54.150000)"
2001,19.33,54.78333,"(19.330000, 54.783330)"
2001,19.32833,54.785,"(19.328330, 54.785000)"
2001,19.32833,54.78167,"(19.328330, 54.781670)"
2001,18.40333,54.15,"(18.403330, 54.150000)"
2002,19.32667,54.78833,"(19.326670, 54.788330)"
2002,19.32833,54.785,"(19.328330, 54.785000)"
2001,19.32667,54.78333,"(19.326670, 54.783330)"
2001,18.98833,54.605,"(18.988330, 54.605000)"
2001,18.45167,54.03167,"(18.451670, 54.031670)"
2001,19.31833,54.73,"(19.318330, 54.730000)"
2001,19.35333,54.825,"(19.353330, 54.825000)"
2001,19.155,54.78667,"(19.155000, 54.786670)"
2001,18.58833,54.01833,"(18.588330, 54.018330)"
2001,18.18,54.175,"(18.180000, 54.175000)"
2000,18.57,54.28667,"(18.570000, 54.286670)"
2001,19.03833,54.61167,"(19.038330, 54.611670)"
2001,18.34833,54.28667,"(18.348330, 54.286670)"
2000,18.33667,54.22167,"(18.336670, 54.221670)"
2001,18.21833,54.10667,"(18.218330, 54.106670)"
2001,18.90333,54.57833,"(18.903330, 54.578330)"
2001,18.48167,54.135,"(18.481670, 54.135000)"
2000,19.03333,54.515,"(19.033330, 54.515000)"
2001,18.38833,54.13333,"(18.388330, 54.133330)"
2000,18.98,54.405,"(18.980000, 54.405000)"
2000,18.91833,54.57833,"(18.918330, 54.578330)"
2002,19.38167,54.59333,"(19.381670, 54.593330)"
2000,18.14167,54.08667,"(18.141670, 54.086670)"
2000,18.26833,54.12167,"(18.268330, 54.121670)"
2000,18.375,54.13833,"(18.375000, 54.138330)"
2000,19.05667,54.69833,"(19.056670, 54.698330)"
2000,18.97333,54.68833,"(18.973330, 54.688330)"
2001,18.755,54.58,"(18.755000, 54.580000)"
2001,18.72667,54.675,"(18.726670, 54.675000)"
2001,18.76167,54.70333,"(18.761670, 54.703330)"
2001,18.64,54.56,"(18.640000, 54.560000)"
2000,18.88833,54.75667,"(18.888330, 54.756670)"
2000,19.32833,54.705,"(19.328330, 54.705000)"
2001,18.32833,54.035,"(18.328330, 54.035000)"
2001,18.345,54.19667,"(18.345000, 54.196670)"
2001,18.44333,54.21667,"(18.443330, 54.216670)"
2000,19.11667,54.80833,"(19.116670, 54.808330)"
2001,18.915,54.6,"(18.915000, 54.600000)"
2001,18.57333,54.45667,"(18.573330, 54.456670)"
2001,18.48333,54.325,"(18.483330, 54.325000)"
2001,18.455,54.28,"(18.455000, 54.280000)"
2001,18.82167,54.22667,"(18.821670, 54.226670)"
2000,19.23902,54.82563,"(19.239020, 54.825630)"
2000,18.67437,54.5418,"(18.674370, 54.541800)"
2000,18.6676,54.60492,"(18.667600, 54.604920)"
2000,18.65917,54.7296,"(18.659170, 54.729600)"
2000,18.63775,54.73005,"(18.637750, 54.730050)"
2000,18.63768,54.73132,"(18.637680, 54.731320)"
2000,18.63538,54.73105,"(18.635380, 54.731050)"
2000,18.61157,54.7342,"(18.611570, 54.734200)"
2000,18.43085,54.45638,"(18.430850, 54.456380)"
2000,19.04002,54.78383,"(19.040020, 54.783830)"
2000,19.03272,54.85748,"(19.032720, 54.857480)"
2000,19.03452,54.84602,"(19.034520, 54.846020)"
2000,19.09132,54.79465,"(19.091320, 54.794650)"
2000,19.09138,54.79483,"(19.091380, 54.794830)"
2000,18.99968,54.91148,"(18.999680, 54.911480)"
2000,19.05773,54.82513,"(19.057730, 54.825130)"
2000,19.07348,54.80533,"(19.073480, 54.805330)"
2000,19.07905,54.79395,"(19.079050, 54.793950)"
2000,19.07828,54.78712,"(19.078280, 54.787120)"
2000,18.54798,54.67692,"(18.547980, 54.676920)"
2000,18.65233,54.73462,"(18.652330, 54.734620)"
2000,18.65212,54.74558,"(18.652120, 54.745580)"
2000,18.70182,54.79228,"(18.701820, 54.792280)"
2000,19.03822,54.79423,"(19.038220, 54.794230)"
2000,19.09187,54.79595,"(19.091870, 54.795950)"
2000,19.12063,54.82343,"(19.120630, 54.823430)"
2000,18.15833,54.11333,"(18.158330, 54.113330)"
2000,19.0084,54.76913,"(19.008400, 54.769130)"
2001,19.10745,54.80967,"(19.107450, 54.809670)"
2001,19.10633,54.81735,"(19.106330, 54.817350)"
2001,19.10633,54.81733,"(19.106330, 54.817330)"
2001,19.1073,54.81752,"(19.107300, 54.817520)"
2001,19.10677,54.82085,"(19.106770, 54.820850)"
2001,19.11203,54.8059,"(19.112030, 54.805900)"
2001,19.10322,54.79433,"(19.103220, 54.794330)"
2001,19.10593,54.81028,"(19.105930, 54.810280)"
2001,19.10895,54.81452,"(19.108950, 54.814520)"
2001,19.10847,54.79945,"(19.108470, 54.799450)"
2001,19.13353,54.80995,"(19.133530, 54.809950)"
2001,19.10742,54.8195,"(19.107420, 54.819500)"
2001,19.13333,54.81827,"(19.133330, 54.818270)"
2001,19.13922,54.83312,"(19.139220, 54.833120)"
2001,19.03612,54.88805,"(19.036120, 54.888050)"
2001,19.03642,54.88535,"(19.036420, 54.885350)"
2001,19.03585,54.88523,"(19.035850, 54.885230)"
2001,19.0388,54.88197,"(19.038800, 54.881970)"
2001,19.0949,54.80253,"(19.094900, 54.802530)"
2001,18.2209,54.70118,"(18.220900, 54.701180)"
2001,19.28818,54.5391,"(19.288180, 54.539100)"
2001,19.30018,54.5332,"(19.300180, 54.533200)"
2001,19.30017,54.53572,"(19.300170, 54.535720)"
2001,19.29363,54.53803,"(19.293630, 54.538030)"
2001,19.30042,54.53087,"(19.300420, 54.530870)"
2001,19.3023,54.53087,"(19.302300, 54.530870)"
2001,19.28503,54.53413,"(19.285030, 54.534130)"
2001,18.6874,54.12648,"(18.687400, 54.126480)"
2001,18.70388,54.20318,"(18.703880, 54.203180)"
2001,18.74142,54.1933,"(18.741420, 54.193300)"
2001,18.8213,54.34747,"(18.821300, 54.347470)"
2001,18.77153,54.24288,"(18.771530, 54.242880)"
2001,18.76427,54.23325,"(18.764270, 54.233250)"
2001,18.76392,54.23132,"(18.763920, 54.231320)"
2001,18.81485,54.4282,"(18.814850, 54.428200)"
2001,18.76272,54.27838,"(18.762720, 54.278380)"
2001,18.76272,54.27838,"(18.762720, 54.278380)"
2001,18.77178,54.22735,"(18.771780, 54.227350)"
2001,18.61625,54.73523,"(18.616250, 54.735230)"
2001,18.6169,54.73017,"(18.616900, 54.730170)"
2001,18.618,54.72692,"(18.618000, 54.726920)"
2001,18.62705,54.70933,"(18.627050, 54.709330)"
2001,18.70828,54.57485,"(18.708280, 54.574850)"
2001,18.7899,54.48852,"(18.789900, 54.488520)"
2001,18.80872,54.50495,"(18.808720, 54.504950)"
2001,18.90343,54.639,"(18.903430, 54.639000)"
2001,18.78095,54.7802,"(18.780950, 54.780200)"
2001,18.6203,54.64283,"(18.620300, 54.642830)"
2001,18.63618,54.52935,"(18.636180, 54.529350)"
2001,18.74653,54.41242,"(18.746530, 54.412420)"
2001,18.8871,54.52505,"(18.887100, 54.525050)"
2001,18.91728,54.71143,"(18.917280, 54.711430)"
2001,18.8068,54.43933,"(18.806800, 54.439330)"
2001,18.79545,54.5819,"(18.795450, 54.581900)"
2001,18.75168,54.36353,"(18.751680, 54.363530)"
2001,18.7513,54.36342,"(18.751300, 54.363420)"
2001,18.86248,54.43,"(18.862480, 54.430000)"
2001,18.90838,54.4797,"(18.908380, 54.479700)"
2001,18.90733,54.49255,"(18.907330, 54.492550)"
2001,18.93805,54.68658,"(18.938050, 54.686580)"
2001,18.89942,54.53957,"(18.899420, 54.539570)"
2001,18.90573,54.50885,"(18.905730, 54.508850)"
2001,18.9135,54.4838,"(18.913500, 54.483800)"
2001,18.9108,54.47493,"(18.910800, 54.474930)"
2001,18.80677,54.38725,"(18.806770, 54.387250)"
2001,18.75495,54.41445,"(18.754950, 54.414450)"
2001,18.93593,54.63105,"(18.935930, 54.631050)"
2001,19.01827,54.39877,"(19.018270, 54.398770)"
2001,18.24835,54.0016,"(18.248350, 54.001600)"
2001,18.24862,54.00242,"(18.248620, 54.002420)"
2001,18.24857,54.00337,"(18.248570, 54.003370)"
2001,18.24942,54.00727,"(18.249420, 54.007270)"
2001,18.2447,53.9978,"(18.244700, 53.997800)"
2001,18.24667,54.00188,"(18.246670, 54.001880)"
2001,18.2468,54.00242,"(18.246800, 54.002420)"
2001,18.2496,53.99437,"(18.249600, 53.994370)"
2001,18.24722,54.00628,"(18.247220, 54.006280)"
2001,18.2469,53.9962,"(18.246900, 53.996200)"
2001,18.25377,54.00077,"(18.253770, 54.000770)"
2001,18.2565,53.99208,"(18.256500, 53.992080)"
2001,19.2409,54.93694,"(19.240900, 54.936940)"
2001,19.05083,54.70167,"(19.050830, 54.701670)"
2001,19.25557,54.83583,"(19.255570, 54.835830)"
2001,19.15056,54.73556,"(19.150560, 54.735560)"
2001,19.17597,54.76417,"(19.175970, 54.764170)"
2001,19.16778,54.76806,"(19.167780, 54.768060)"
2001,19.1025,54.80111,"(19.102500, 54.801110)"
2001,19.11023,54.88528,"(19.110230, 54.885280)"
2001,19.18556,54.88417,"(19.185560, 54.884170)"
2001,19.16861,54.61667,"(19.168610, 54.616670)"
2001,19.20111,54.65194,"(19.201110, 54.651940)"
2001,19.13828,54.89889,"(19.138280, 54.898890)"
2001,19.16585,54.75222,"(19.165850, 54.752220)"
2001,19.15083,54.68333,"(19.150830, 54.683330)"
2001,19.10167,54.81806,"(19.101670, 54.818060)"
2001,19.11045,54.87389,"(19.110450, 54.873890)"
2001,19.10083,54.78361,"(19.100830, 54.783610)"
2001,19.11102,54.92111,"(19.111020, 54.921110)"
2001,19.15194,54.76667,"(19.151940, 54.766670)"
2001,19.10618,55.04583,"(19.106180, 55.045830)"
2001,19.41667,54.58333,"(19.416670, 54.583330)"
2001,18.71667,54.45,"(18.716670, 54.450000)"
2001,18.58667,54.39667,"(18.586670, 54.396670)"
2001,18.71167,54.65333,"(18.711670, 54.653330)"
2001,19.14667,54.58,"(19.146670, 54.580000)"
2001,19.15,54.58333,"(19.150000, 54.583330)"
2001,19.15833,54.575,"(19.158330, 54.575000)"
2000,18.155,54.11167,"(18.155000, 54.111670)"
2000,18.96667,54.64167,"(18.966670, 54.641670)"
2000,18.72333,54.865,"(18.723330, 54.865000)"
2001,19.02833,54.54833,"(19.028330, 54.548330)"
2000,18.38667,54.20333,"(18.386670, 54.203330)"
2000,18.35,54.195,"(18.350000, 54.195000)"
